P_NAME,P_HABZONE,P_TYPE_TEMP
Kepler-1283 b,0,Hot
Kepler-1284 b,0,Hot
Kepler-1285 b,0,Hot
Kepler-1286 b,0,Hot
Kepler-1287 b,0,Hot
Kepler-1288 b,0,Hot
Kepler-1289 b,0,Hot
Kepler-129 b,0,Hot
Kepler-129 c,0,Hot
Kepler-1290 b,0,Hot
Kepler-1291 b,0,Hot
Kepler-1292 b,0,Hot
Kepler-1293 b,0,Hot
Kepler-1294 b,0,Hot
Kepler-1295 b,0,Hot
Kepler-1296 b,0,Hot
Kepler-1297 b,0,Hot
Kepler-1298 b,0,Hot
Kepler-1299 b,0,Hot
Kepler-130 b,0,Hot
Kepler-130 c,0,Hot
Kepler-130 d,0,Hot
Kepler-1300 b,0,Hot
Kepler-1301 b,0,Hot
Kepler-1302 b,0,Hot
Kepler-1303 b,0,Hot
Kepler-1304 b,0,Hot
Kepler-1305 b,0,Hot
Kepler-1306 b,0,Hot
Kepler-1307 b,0,Hot
Kepler-1308 b,0,Hot
Kepler-1309 b,0,Hot
Kepler-131 b,0,Hot
Kepler-131 c,0,Hot
Kepler-1310 b,0,Hot
Kepler-1311 b,0,Hot
Kepler-1311 c,0,Hot
Kepler-1312 b,0,Hot
Kepler-1313 b,0,Hot
Kepler-1314 b,0,Hot
Kepler-1315 b,0,Hot
Kepler-1316 b,0,Hot
Kepler-1317 b,0,Hot
Kepler-1318 b,2,Warm
Kepler-1319 b,0,Hot
Kepler-132 b,0,Hot
Kepler-132 c,0,Hot
Kepler-132 d,0,Hot
Kepler-132 e,0,
Kepler-1320 b,0,Hot
Kepler-1321 b,0,Hot
Kepler-1321 c,0,Hot
Kepler-1322 b,0,Hot
Kepler-1323 b,0,Hot
Kepler-1324 b,0,Hot
Kepler-1325 b,0,Hot
Kepler-1326 b,0,Hot
Kepler-1327 b,0,Hot
Kepler-1328 b,0,Hot
Kepler-1329 b,0,Hot
Kepler-133 b,0,Hot
Kepler-133 c,0,Hot
Kepler-1330 b,0,Hot
Kepler-1331 b,0,Hot
Kepler-1332 b,0,Hot
Kepler-1333 b,0,Hot
Kepler-1334 b,0,Hot
Kepler-1335 b,0,Hot
Kepler-1336 b,0,Hot
Kepler-1336 c,0,Hot
Kepler-1337 b,0,Hot
Kepler-1338 b,0,Hot
Kepler-1339 b,0,Hot
Kepler-134 b,0,Hot
Kepler-134 c,0,Hot
Kepler-1340 b,0,Hot
Kepler-1341 b,2,Warm
Kepler-1342 b,0,Hot
Kepler-1343 b,0,Hot
Kepler-1344 b,0,Hot
Kepler-1345 b,0,Hot
Kepler-1346 b,0,Hot
Kepler-1347 b,0,Hot
Kepler-1348 b,0,Hot
Kepler-1349 b,0,Hot
Kepler-135 b,0,Hot
Kepler-135 c,0,Hot
Kepler-1350 b,0,Hot
Kepler-1350 c,0,Hot
Kepler-1351 b,0,Hot
Kepler-1352 b,0,Hot
Kepler-1353 b,0,Hot
Kepler-1354 b,0,Hot
Kepler-1355 b,0,Hot
Kepler-1356 b,0,Hot
Kepler-1357 b,0,Hot
Kepler-1358 b,0,Hot
Kepler-1359 b,0,Hot
Kepler-136 b,0,Hot
Kepler-136 c,0,Hot
Kepler-1360 b,0,Hot
Kepler-1361 b,0,Hot
Kepler-1362 b,1,Warm
Kepler-1363 b,0,Hot
Kepler-1364 b,0,Hot
Kepler-1365 b,0,Hot
Kepler-1365 c,0,Hot
Kepler-1366 b,0,Hot
Kepler-1367 b,0,Hot
Kepler-1368 b,0,Hot
Kepler-1369 b,0,Hot
Kepler-137 b,0,Hot
Kepler-137 c,0,Hot
Kepler-1370 b,0,Hot
Kepler-1370 c,0,Hot
Kepler-1371 b,0,Hot
Kepler-1371 c,0,Hot
Kepler-1372 b,0,Hot
Kepler-1373 b,0,Hot
Kepler-1374 b,0,Hot
Kepler-1375 b,0,Hot
Kepler-1376 b,0,Hot
Kepler-1377 b,0,Hot
Kepler-1378 b,0,Hot
Kepler-1379 b,0,Hot
Kepler-138 b,0,Hot
Kepler-138 c,0,Hot
Kepler-138 d,0,Hot
Kepler-1380 b,0,Hot
Kepler-1381 b,0,Hot
Kepler-1382 b,0,Hot
Kepler-1383 b,0,Hot
Kepler-1384 b,0,Hot
Kepler-1385 b,0,Hot
Kepler-1386 b,0,Hot
Kepler-1387 b,0,Hot
Kepler-1388 b,0,Hot
Kepler-1388 c,0,Hot
Kepler-1388 d,0,Hot
Kepler-1388 e,0,Hot
Kepler-1389 b,0,Hot
Kepler-139 b,0,Hot
Kepler-139 c,0,Hot
Kepler-1390 b,0,Hot
Kepler-1391 b,0,Hot
Kepler-1392 b,0,Hot
Kepler-1393 b,0,Hot
Kepler-1394 b,0,Hot
Kepler-1395 b,0,Hot
Kepler-1396 b,0,Hot
Kepler-1397 b,0,Hot
Kepler-1398 b,0,Hot
Kepler-1398 c,0,Hot
Kepler-1399 b,0,Hot
Kepler-14 b,0,Hot
Kepler-140 b,0,Hot
Kepler-140 c,0,Hot
Kepler-1400 b,0,Hot
Kepler-1401 b,0,Hot
Kepler-1402 b,0,Hot
Kepler-1403 b,0,Hot
Kepler-1404 b,0,Hot
Kepler-1405 b,0,Hot
Kepler-1406 b,0,Hot
Kepler-1407 b,0,Hot
Kepler-1408 b,0,Hot
Kepler-1409 b,0,Hot
Kepler-141 b,0,Hot
Kepler-141 c,0,Hot
Kepler-1410 b,1,Warm
Kepler-1411 b,0,Hot
Kepler-1412 b,0,Hot
Kepler-1413 b,0,Hot
Kepler-1414 b,0,Hot
Kepler-1415 b,0,Hot
Kepler-1416 b,0,Hot
Kepler-1417 b,0,Hot
Kepler-1418 b,0,Hot
Kepler-1419 b,0,Hot
Kepler-142 b,0,Hot
Kepler-142 c,0,Hot
Kepler-142 d,0,Hot
Kepler-1420 b,0,Hot
Kepler-1421 b,0,Hot
Kepler-1422 b,0,Hot
Kepler-1423 b,0,Hot
Kepler-1424 b,0,Hot
Kepler-1425 b,0,Hot
Kepler-1426 b,0,Hot
Kepler-1427 b,0,Hot
Kepler-1428 b,0,Hot
Kepler-1429 b,0,Hot
Kepler-143 b,0,Hot
Kepler-143 c,0,Hot
Kepler-1430 b,0,Hot
Kepler-1431 b,0,Hot
Kepler-1432 b,0,Hot
Kepler-1433 b,0,Hot
Kepler-1434 b,0,Hot
Kepler-1435 b,0,Hot
Kepler-1436 b,0,Hot
Kepler-1437 b,0,Hot
Kepler-1438 b,0,Hot
Kepler-1439 b,0,Hot
Kepler-144 b,0,Hot
Kepler-144 c,0,Hot
Kepler-1440 b,0,Hot
Kepler-1441 b,0,Hot
Kepler-1442 b,0,Hot
Kepler-1443 b,0,Hot
Kepler-1444 b,0,Hot
Kepler-1445 b,0,Hot
Kepler-1446 b,0,Hot
Kepler-1447 b,0,Hot
Kepler-1448 b,0,Hot
Kepler-1449 b,0,Hot
Kepler-145 b,0,Hot
Kepler-145 c,0,Hot
Kepler-1450 b,0,Hot
Kepler-1451 b,0,Hot
Kepler-1452 b,0,Hot
Kepler-1453 b,0,Hot
Kepler-1454 b,0,Hot
Kepler-1455 b,0,Hot
Kepler-1456 b,0,Hot
Kepler-1457 b,0,Hot
Kepler-1458 b,0,Hot
Kepler-1459 b,0,Hot
Kepler-146 b,0,Hot
Kepler-146 c,0,Hot
Kepler-1460 b,0,Hot
Kepler-1461 b,0,Hot
Kepler-1462 b,0,Hot
Kepler-1463 b,0,Hot
Kepler-1464 b,0,Hot
Kepler-1464 c,0,Hot
Kepler-1465 b,0,Hot
Kepler-1466 b,0,Hot
Kepler-1467 b,0,Hot
Kepler-1468 b,0,Hot
Kepler-1468 c,0,Hot
Kepler-1469 b,0,Hot
Kepler-147 b,0,Hot
Kepler-147 c,0,Hot
Kepler-1470 b,0,Hot
Kepler-1471 b,0,Hot
Kepler-1472 b,0,Hot
Kepler-1473 b,0,Hot
Kepler-1474 b,0,Hot
Kepler-1475 b,0,Hot
Kepler-1476 b,0,Hot
Kepler-1477 b,0,Hot
Kepler-1478 b,0,Hot
Kepler-1479 b,0,Hot
Kepler-148 b,0,Hot
Kepler-148 c,0,Hot
Kepler-148 d,0,
Kepler-1480 b,0,Hot
Kepler-1481 b,0,Hot
Kepler-1482 b,0,Hot
Kepler-1483 b,0,Hot
Kepler-1484 b,0,Hot
Kepler-1485 b,0,Hot
Kepler-1486 b,0,Hot
Kepler-1487 b,0,Hot
Kepler-1488 b,0,Hot
Kepler-1489 b,0,Hot
Kepler-149 b,0,Hot
Kepler-149 c,0,Hot
Kepler-149 d,0,Hot
Kepler-1490 b,0,Hot
Kepler-1491 b,0,Hot
Kepler-1492 b,0,Hot
Kepler-1493 b,0,Hot
Kepler-1494 b,0,Hot
Kepler-1495 b,0,Hot
Kepler-1496 b,0,Hot
Kepler-1497 b,0,Hot
Kepler-1498 b,0,Hot
Kepler-1499 b,0,Hot
Kepler-15 b,0,Hot
Kepler-150 b,0,Hot
Kepler-150 c,0,Hot
Kepler-150 d,0,Hot
Kepler-150 e,0,Hot
Kepler-150 f,2,Warm
Kepler-1500 b,0,Hot
Kepler-1501 b,0,Hot
Kepler-1502 b,0,Hot
Kepler-1503 b,0,Hot
Kepler-1504 b,0,Hot
Kepler-1505 b,0,Hot
Kepler-1506 b,0,Hot
Kepler-1507 b,0,Hot
Kepler-1508 b,0,Hot
Kepler-1509 b,0,Hot
Kepler-151 b,0,Hot
Kepler-151 c,0,Hot
Kepler-1510 b,0,Hot
Kepler-1511 b,0,Hot
Kepler-1512 b,0,Hot
Kepler-1513 b,0,Hot
Kepler-1514 b,0,Hot
Kepler-1515 b,0,Hot
Kepler-1516 b,0,Hot
Kepler-1517 b,0,Hot
Kepler-1518 b,0,Hot
Kepler-1519 b,1,Warm
Kepler-152 b,0,Hot
Kepler-152 c,0,Hot
Kepler-1520 b,0,Hot
Kepler-1521 b,0,Hot
Kepler-1522 b,0,Hot
Kepler-1523 b,0,Hot
Kepler-1524 b,0,Hot
Kepler-1525 b,0,Hot
Kepler-1526 b,0,Hot
Kepler-1527 b,0,Hot
Kepler-1528 b,0,Hot
Kepler-1529 b,0,Hot
Kepler-153 b,0,Hot
Kepler-153 c,0,Hot
Kepler-1530 b,0,Hot
Kepler-1530 c,0,Hot
Kepler-1531 b,0,Hot
Kepler-1532 b,0,Hot
Kepler-1533 b,0,Hot
Kepler-1534 b,0,Hot
Kepler-1535 b,0,Hot
Kepler-1536 b,0,Cold
Kepler-1537 b,0,Hot
Kepler-1538 b,0,Hot
Kepler-1539 b,0,Hot
Kepler-154 b,0,Hot
Kepler-154 c,0,Hot
Kepler-154 d,0,
Kepler-154 e,0,
Kepler-154 f,0,
Kepler-1540 b,2,Warm
Kepler-1541 b,0,Hot
Kepler-1542 b,0,Hot
Kepler-1542 c,0,Hot
Kepler-1542 d,0,Hot
Kepler-1542 e,0,Hot
Kepler-1543 b,0,Hot
Kepler-1544 b,2,Warm
Kepler-1545 b,1,Warm
Kepler-1546 b,0,Hot
Kepler-1547 b,0,Hot
Kepler-1548 b,0,Hot
Kepler-1549 b,2,Warm
Kepler-155 b,0,Hot
Kepler-155 c,0,Hot
Kepler-1550 b,0,Hot
Kepler-1551 b,0,Hot
Kepler-1552 b,2,Warm
Kepler-1553 b,0,Hot
Kepler-1554 b,1,Warm
Kepler-1555 b,0,Hot
Kepler-1556 b,0,Hot
Kepler-1557 b,0,Hot
Kepler-1558 b,0,Hot
Kepler-1559 b,0,Hot
Kepler-156 b,0,Hot
Kepler-156 c,0,Hot
Kepler-1560 b,0,Hot
Kepler-1561 b,0,Hot
Kepler-1562 b,0,Hot
Kepler-1563 b,0,Hot
Kepler-1564 b,0,Hot
Kepler-1565 b,0,Hot
Kepler-1566 b,0,Hot
Kepler-1567 b,0,Hot
Kepler-1568 b,0,Hot
Kepler-1569 b,0,Hot
Kepler-157 b,0,Hot
Kepler-157 c,0,Hot
Kepler-157 d,0,
Kepler-1570 b,0,Hot
Kepler-1571 b,0,Hot
Kepler-1572 b,0,Hot
Kepler-1573 b,0,Hot
Kepler-1574 b,0,Hot
Kepler-1575 b,0,Hot
Kepler-1576 b,0,Hot
Kepler-1577 b,0,Hot
Kepler-1578 b,0,Hot
Kepler-1579 b,0,Hot
Kepler-158 b,0,Hot
Kepler-158 c,0,Hot
Kepler-1580 b,0,Hot
Kepler-1581 b,0,Hot
Kepler-1582 b,0,Hot
Kepler-1583 b,0,Hot
Kepler-1584 b,0,Hot
Kepler-1585 b,0,Hot
Kepler-1586 b,0,Hot
Kepler-1587 b,0,Hot
Kepler-1588 b,0,Hot
Kepler-1589 b,0,Hot
Kepler-159 b,0,Hot
Kepler-159 c,0,Hot
Kepler-1590 b,0,Hot
Kepler-1591 b,0,Hot
Kepler-1592 b,0,Hot
Kepler-1593 b,2,Warm
Kepler-1594 b,0,Hot
Kepler-1595 b,0,Hot
Kepler-1596 b,0,Hot
Kepler-1597 b,0,Hot
Kepler-1598 b,0,Hot
Kepler-1599 b,0,Hot
Kepler-16 b,2,Warm
Kepler-160 b,0,Hot
Kepler-160 c,0,Hot
Kepler-1600 b,2,Warm
Kepler-1601 b,0,Hot
Kepler-1602 b,0,Hot
Kepler-1603 b,0,Hot
Kepler-1604 b,0,Hot
Kepler-1605 b,0,Hot
Kepler-1606 b,1,Warm
Kepler-1607 b,0,Hot
Kepler-1608 b,0,Hot
Kepler-1609 b,0,Hot
Kepler-161 b,0,Hot
Kepler-161 c,0,Hot
Kepler-1610 b,0,Hot
Kepler-1611 b,0,Hot
Kepler-1612 b,0,Hot
Kepler-1613 b,0,Hot
Kepler-1614 b,0,Hot
Kepler-1615 b,0,Hot
Kepler-1616 b,0,Hot
Kepler-1617 b,0,Hot
Kepler-1618 b,0,Hot
Kepler-1619 b,0,Hot
Kepler-162 b,0,Hot
Kepler-162 c,0,Hot
Kepler-1620 b,0,Hot
Kepler-1621 b,0,Hot
Kepler-1622 b,0,Hot
Kepler-1623 b,0,Hot
Kepler-1624 b,0,Hot
Kepler-1625 b,2,Warm
Kepler-1626 b,0,Hot
Kepler-1627 b,0,Hot
Kepler-1628 b,2,Warm
Kepler-1629 b,0,Hot
Kepler-163 b,0,Hot
Kepler-163 c,0,Hot
Kepler-1630 b,0,Cold
Kepler-1631 b,0,Hot
Kepler-1632 b,1,Warm
Kepler-1633 b,0,Hot
Kepler-1634 b,2,Warm
Kepler-1635 b,2,Warm
Kepler-1636 b,2,Warm
Kepler-1637 b,0,Hot
Kepler-1638 b,1,Warm
Kepler-1639 b,0,Hot
Kepler-164 b,0,Hot
Kepler-164 c,0,Hot
Kepler-164 d,0,Hot
Kepler-1640 b,0,Hot
Kepler-1641 b,0,Hot
Kepler-1641 c,0,Hot
Kepler-1642 b,0,Hot
Kepler-1642 c,0,Hot
Kepler-1643 b,0,Hot
Kepler-1644 b,0,Hot
Kepler-1645 b,0,Hot
Kepler-1646 b,0,Hot
Kepler-1647 b,2,Warm
Kepler-1649 b,0,Hot
Kepler-165 b,0,Hot
Kepler-165 c,0,Hot
Kepler-1650 b,0,Hot
Kepler-1651 b,0,Hot
Kepler-1652 b,2,Warm
Kepler-1653 b,2,Warm
Kepler-1654 b,0,Cold
Kepler-1655 b,0,Hot
Kepler-1656 b,0,Hot
Kepler-1658 b,0,Hot
Kepler-166 b,0,Hot
Kepler-166 c,0,Hot
Kepler-166 d,0,
Kepler-167 b,0,Hot
Kepler-167 c,0,Hot
Kepler-167 d,0,Hot
Kepler-167 e,0,Cold
Kepler-168 b,0,Hot
Kepler-168 c,0,Hot
Kepler-169 b,0,Hot
Kepler-169 c,0,Hot
Kepler-169 d,0,Hot
Kepler-169 e,0,Hot
Kepler-169 f,0,Hot
Kepler-17 b,0,Hot
Kepler-170 b,0,Hot
Kepler-170 c,0,Hot
Kepler-171 b,0,Hot
Kepler-171 c,0,Hot
Kepler-171 d,0,Hot
Kepler-172 b,0,Hot
Kepler-172 c,0,Hot
Kepler-172 d,0,Hot
Kepler-172 e,0,Hot
Kepler-173 b,0,Hot
Kepler-173 c,0,Hot
Kepler-174 b,0,Hot
Kepler-174 c,0,Hot
Kepler-174 d,2,Warm
Kepler-175 b,0,Hot
Kepler-175 c,0,Hot
Kepler-176 b,0,Hot
Kepler-176 c,0,Hot
Kepler-176 d,0,Hot
Kepler-176 e,0,
Kepler-177 b,0,
Kepler-177 c,0,
Kepler-178 b,0,Hot
Kepler-178 c,0,Hot
Kepler-178 d,0,Hot
Kepler-179 b,0,Hot
Kepler-179 c,0,Hot
Kepler-18 b,0,Hot
Kepler-18 c,0,Hot
Kepler-18 d,0,Hot
Kepler-180 b,0,Hot
Kepler-180 c,0,Hot
Kepler-181 b,0,Hot
Kepler-181 c,0,Hot
Kepler-182 b,0,Hot
Kepler-182 c,0,Hot
Kepler-183 b,0,Hot
Kepler-183 c,0,Hot
Kepler-184 b,0,Hot
Kepler-184 c,0,Hot
Kepler-184 d,0,Hot
Kepler-185 b,0,Hot
Kepler-185 c,0,Hot
Kepler-186 b,0,Hot
Kepler-186 c,0,Hot
Kepler-186 d,0,Hot
Kepler-186 e,0,Hot
Kepler-186 f,2,Warm
Kepler-187 b,0,Hot
Kepler-187 c,0,Hot
Kepler-188 b,0,Hot
Kepler-188 c,0,Hot
Kepler-189 b,0,Hot
Kepler-189 c,0,Hot
Kepler-19 b,0,Hot
Kepler-19 c,0,Hot
Kepler-19 d,0,Hot
Kepler-190 b,0,Hot
Kepler-190 c,0,Hot
Kepler-191 b,0,Hot
Kepler-191 c,0,Hot
Kepler-191 d,0,
Kepler-192 b,0,Hot
Kepler-192 c,0,Hot
Kepler-192 d,0,
Kepler-193 b,0,Hot
Kepler-193 c,0,Hot
Kepler-194 b,0,Hot
Kepler-194 c,0,Hot
Kepler-194 d,0,Hot
Kepler-195 b,0,Hot
Kepler-195 c,0,Hot
Kepler-196 b,0,Hot
Kepler-196 c,0,Hot
Kepler-197 b,0,Hot
Kepler-197 c,0,Hot
Kepler-197 d,0,Hot
Kepler-197 e,0,Hot
Kepler-198 b,0,Hot
Kepler-198 c,0,Hot
Kepler-198 d,0,
Kepler-199 b,0,Hot
Kepler-199 c,0,Hot
Kepler-20 b,0,Hot
Kepler-20 c,0,Hot
Kepler-20 d,0,Hot
Kepler-20 e,0,Hot
Kepler-20 f,0,Hot
Kepler-20 g,0,Hot
Kepler-200 b,0,Hot
Kepler-200 c,0,Hot
Kepler-201 b,0,Hot
Kepler-201 c,0,Hot
Kepler-202 b,0,Hot
Kepler-202 c,0,Hot
Kepler-203 b,0,Hot
Kepler-203 c,0,Hot
Kepler-203 d,0,Hot
Kepler-204 b,0,Hot
Kepler-204 c,0,Hot
Kepler-205 b,0,Hot
Kepler-205 c,0,Hot
Kepler-206 b,0,Hot
Kepler-206 c,0,Hot
Kepler-206 d,0,Hot
Kepler-207 b,0,Hot
Kepler-207 c,0,Hot
Kepler-207 d,0,Hot
Kepler-208 b,0,Hot
Kepler-208 c,0,Hot
Kepler-208 d,0,Hot
Kepler-208 e,0,Hot
Kepler-209 b,0,Hot
Kepler-209 c,0,Hot
Kepler-21 b,0,Hot
Kepler-210 b,0,Hot
Kepler-210 c,0,Hot
Kepler-211 b,0,Hot
Kepler-211 c,0,Hot
Kepler-212 b,0,Hot
Kepler-212 c,0,Hot
Kepler-213 b,0,Hot
Kepler-213 c,0,Hot
Kepler-214 b,0,Hot
Kepler-214 c,0,Hot
Kepler-215 b,0,Hot
Kepler-215 c,0,Hot
Kepler-215 d,0,Hot
Kepler-215 e,0,Hot
Kepler-216 b,0,Hot
Kepler-216 c,0,Hot
Kepler-217 b,0,Hot
Kepler-217 c,0,Hot
Kepler-217 d,0,
Kepler-218 b,0,Hot
Kepler-218 c,0,Hot
Kepler-218 d,0,
Kepler-219 b,0,Hot
Kepler-219 c,0,Hot
Kepler-219 d,0,Hot
Kepler-22 b,2,Warm
Kepler-220 b,0,Hot
Kepler-220 c,0,Hot
Kepler-220 d,0,Hot
Kepler-220 e,0,Hot
Kepler-221 b,0,Hot
Kepler-221 c,0,Hot
Kepler-221 d,0,Hot
Kepler-221 e,0,Hot
Kepler-222 b,0,Hot
Kepler-222 c,0,Hot
Kepler-222 d,0,Hot
Kepler-223 b,0,
Kepler-223 c,0,
Kepler-223 d,0,
Kepler-223 e,0,
Kepler-224 b,0,Hot
Kepler-224 c,0,Hot
Kepler-224 d,0,Hot
Kepler-224 e,0,Hot
Kepler-225 b,0,Hot
Kepler-225 c,0,Hot
Kepler-226 b,0,Hot
Kepler-226 c,0,Hot
Kepler-226 d,0,Hot
Kepler-227 b,0,Hot
Kepler-227 c,0,Hot
Kepler-228 b,0,Hot
Kepler-228 c,0,Hot
Kepler-228 d,0,Hot
Kepler-229 b,0,Hot
Kepler-229 c,0,Hot
Kepler-229 d,0,Hot
Kepler-23 b,0,Hot
Kepler-23 c,0,Hot
Kepler-23 d,0,Hot
Kepler-230 b,0,Hot
Kepler-230 c,0,Hot
Kepler-231 b,0,Hot
Kepler-231 c,0,Hot
Kepler-232 b,0,Hot
Kepler-232 c,0,Hot
Kepler-233 b,0,Hot
Kepler-233 c,0,Hot
Kepler-234 b,0,Hot
Kepler-234 c,0,Hot
Kepler-235 b,0,Hot
Kepler-235 c,0,Hot
Kepler-235 d,0,Hot
Kepler-235 e,0,Hot
Kepler-236 b,0,Hot
Kepler-236 c,0,Hot
Kepler-237 b,0,Hot
Kepler-237 c,0,Hot
Kepler-238 b,0,Hot
Kepler-238 c,0,Hot
Kepler-238 d,0,Hot
Kepler-238 e,0,
Kepler-238 f,0,
Kepler-239 b,0,Hot
Kepler-239 c,0,Hot
Kepler-24 b,0,Hot
Kepler-24 c,0,Hot
Kepler-24 d,0,Hot
Kepler-24 e,0,Hot
Kepler-240 b,0,Hot
Kepler-240 c,0,Hot
Kepler-241 b,0,Hot
Kepler-241 c,0,Hot
Kepler-242 b,0,Hot
Kepler-242 c,0,Hot
Kepler-243 b,0,Hot
Kepler-243 c,0,Hot
Kepler-244 b,0,Hot
Kepler-244 c,0,Hot
Kepler-244 d,0,Hot
Kepler-245 b,0,Hot
Kepler-245 c,0,Hot
Kepler-245 d,0,Hot
Kepler-245 e,0,
Kepler-246 b,0,Hot
Kepler-246 c,0,Hot
Kepler-247 b,0,Hot
Kepler-247 c,0,Hot
Kepler-247 d,0,Hot
Kepler-248 b,0,Hot
Kepler-248 c,0,Hot
Kepler-249 b,0,Hot
Kepler-249 c,0,Hot
Kepler-249 d,0,Hot
Kepler-25 b,0,Hot
Kepler-25 c,0,Hot
Kepler-25 d,0,Hot
Kepler-250 b,0,Hot
Kepler-250 c,0,Hot
Kepler-250 d,0,Hot
Kepler-251 b,0,Hot
Kepler-251 c,0,Hot
Kepler-251 d,0,Hot
Kepler-251 e,0,Hot
Kepler-252 b,0,Hot
Kepler-252 c,0,Hot
Kepler-253 b,0,Hot
Kepler-253 c,0,Hot
Kepler-253 d,0,Hot
Kepler-254 b,0,Hot
Kepler-254 c,0,Hot
Kepler-254 d,0,Hot
Kepler-255 b,0,Hot
Kepler-255 c,0,Hot
Kepler-255 d,0,
Kepler-256 b,0,Hot
Kepler-256 c,0,Hot
Kepler-256 d,0,Hot
Kepler-256 e,0,Hot
Kepler-257 b,0,Hot
Kepler-257 c,0,Hot
Kepler-257 d,0,Hot
